id_resposta;data_resposta;codigo_loja;loja;turno;canal_atendimento;genero;faixa_etaria;idade_declarada;frequencia_visita;itens_consumidos;valor_consumo;tempo_espera_min;tempo_permanencia_min;temperatura_bebida_C;temperatura_ambiente_C;nota_atendimento;nota_produto;nota_ambiente;nota_preco;nps;recomendaria;indice_satisfacao
PQ-2025-0295;19/04/2025;4;Recife Antigo;Manhã;App;Feminino;18 a 24;18;Quinzenal;3;21,23;15,0;67;71,0;25,2;1;4;3;3;3;Não;39,166667
PQ-2025-0296;20/02/2025;1;Boa Viagem;Tarde;Balcão;Feminino;18 a 24;20;Quinzenal;2;12,83;7,6;47;69,9;25,8;3;4;5;2;5;Não;58,333333
PQ-2025-0297;30/01/2025;1;Boa Viagem;Manhã;Balcão;Masculino;60 ou mais;60;Quinzenal;3;26,52;5,7;46;75,5;26,8;4;4;4;5;7;Sim;77,500000
PQ-2025-0298;25/04/2025;2;Casa Forte;Tarde;Balcão;Feminino;45 a 59;46;Mensal;3;20,23;7,7;82;73,4;22,8;5;5;3;3;8;Sim;76,666667
PQ-2025-0299;16/05/2025;4;Recife Antigo;Noite;Balcão;Masculino;60 ou mais;60;Diária;2;9,69;5,0;59;70,0;25,6;4;5;3;4;9;Sim;80,000000
PQ-2025-0300;15/04/2025;3;Espinheiro;Manhã;Balcão;Feminino;45 a 59;50;Primeira vez;1;17,79;5,0;14;;24,2;5;5;3;5;9;Sim;88,333333
PQ-2025-0301;04/06/2025;2;Casa Forte;Tarde;App;Feminino;35 a 44;40;Quinzenal;3;18,92;9,2;50;66,8;25,8;4;5;5;5;9;Sim;92,500000
PQ-2025-0302;02/02/2025;3;Espinheiro;Tarde;Delivery;Masculino;35 a 44;40;Primeira vez;4;20,06;5,0;17;75,0;23,9;5;4;5;4;6;Não;78,333333
PQ-2025-0303;03/03/2025;1;Boa Viagem;Tarde;Balcão;Masculino;18 a 24;20;Quinzenal;3;23,00;8,0;35;66,5;26,4;3;5;4;4;9;Sim;80,000000
PQ-2025-0304;22/03/2025;1;Boa Viagem;Manhã;Delivery;Feminino;18 a 24;20;Primeira vez;3;21,45;21,1;44;71,6;24,1;3;4;4;3;7;Sim;65,000000
PQ-2025-0305;07/02/2025;1;Boa Viagem;Tarde;Balcão;Masculino;35 a 44;40;Semanal;2;24,55;5,5;44;62,0;26,4;3;5;4;4;10;Sim;83,333333
PQ-2025-0306;11/01/2025;1;Boa Viagem;Manhã;Balcão;Masculino;35 a 44;40;Mensal;4;9,70;7,6;50;77,3;22,6;4;5;4;3;6;Sim;70,000000
PQ-2025-0307;29/01/2025;1;Boa Viagem;Manhã;Balcão;Feminino;35 a 44;37;Semanal;3;29,50;12,8;44;67,7;23,9;4;5;4;2;9;Sim;75,833333
PQ-2025-0308;18/04/2025;1;Boa Viagem;Noite;Balcão;Outro;25 a 34;25;Mensal;2;28,61;20,4;16;65,4;25,1;3;4;5;4;8;Sim;76,666667
PQ-2025-0309;18/04/2025;4;Recife Antigo;Manhã;Balcão;Feminino;25 a 34;30;Mensal;2;6,00;15,0;40;66,0;24,3;3;5;4;3;10;Sim;79,166667
PQ-2025-0310;23/04/2025;3;Espinheiro;Noite;App;Masculino;45 a 59;49;Semanal;2;15,51;5,0;33;63,0;23,9;4;4;5;;7;Sim;73,333333
PQ-2025-0311;12/03/2025;3;Espinheiro;Tarde;App;Masculino;45 a 59;55;Quinzenal;1;23,62;10,0;26;68,0;20,3;4;5;5;3;8;Sim;80,833333
PQ-2025-0312;20/06/2025;2;Casa Forte;Tarde;App;Masculino;35 a 44;42;Semanal;4;31,76;3,5;42;74,8;24,5;5;4;4;3;6;Não;70,000000
PQ-2025-0313;03/05/2025;3;Espinheiro;Tarde;Balcão;Feminino;18 a 24;20;Mensal;4;19,45;5,0;33;73,0;22,3;5;3;4;4;6;Sim;70,000000
PQ-2025-0314;10/03/2025;1;Boa Viagem;Tarde;Balcão;Feminino;35 a 44;40;Semanal;6;38,66;5,0;48;71,2;22,9;5;4;3;3;7;Sim;69,166667
PQ-2025-0315;04/06/2025;2;Casa Forte;Noite;Balcão;Masculino;18 a 24;20;Mensal;2;23,06;6,6;46;66,3;23,6;5;3;4;3;8;Sim;72,500000
PQ-2025-0316;31/03/2025;1;Boa Viagem;Tarde;App;Masculino;45 a 59;50;Semanal;3;22,03;5,0;30;77,4;23,9;5;4;4;5;10;Sim;91,666667
PQ-2025-0317;01/06/2025;2;Casa Forte;Tarde;App;Feminino;45 a 59;55;Diária;3;6,00;6,2;35;76,8;22,8;5;4;4;4;7;Sim;77,500000
PQ-2025-0318;16/05/2025;2;Casa Forte;Noite;Balcão;Feminino;18 a 24;20;Mensal;2;13,95;8,0;63;72,5;23,8;5;5;5;5;10;Sim;100,000000
PQ-2025-0319;24/05/2025;4;Recife Antigo;Manhã;Balcão;Feminino;35 a 44;40;Semanal;2;16,03;20,0;75;73,0;21,1;4;4;5;3;9;Sim;80,000000
PQ-2025-0320;25/04/2025;2;Casa Forte;Manhã;Balcão;Masculino;35 a 44;40;Semanal;2;21,95;9,4;37;70,7;23,5;5;4;2;4;7;Sim;69,166667
PQ-2025-0321;24/01/2025;1;Boa Viagem;Manhã;Balcão;Masculino;60 ou mais;60;Mensal;3;23,92;12,7;28;68,0;22,3;4;5;4;3;9;Sim;80,000000
PQ-2025-0322;19/01/2025;2;Casa Forte;Manhã;Balcão;Masculino;25 a 34;30;Primeira vez;3;29,00;6,8;42;66,9;25,4;5;4;3;5;9;Sim;84,166667
PQ-2025-0323;18/02/2025;1;Boa Viagem;Noite;Balcão;Outro;60 ou mais;65;Semanal;5;43,62;6,2;43;72,1;22,6;4;4;5;4;7;Sim;77,500000
PQ-2025-0324;13/05/2025;2;Casa Forte;Manhã;Balcão;Masculino;25 a 34;30;Mensal;1;26,02;8,6;43;73,4;26,8;4;5;4;4;9;Sim;84,166667
PQ-2025-0325;25/05/2025;1;Boa Viagem;Tarde;App;Masculino;25 a 34;34;Semanal;3;27,24;10,4;13;66,7;21,6;4;5;5;4;9;Sim;88,333333
PQ-2025-0326;26/03/2025;2;Casa Forte;Manhã;Delivery;Feminino;45 a 59;50;Semanal;4;14,00;12,5;11;73,3;22,8;3;4;3;4;3;Não;51,666667
PQ-2025-0327;19/01/2025;4;Recife Antigo;Manhã;Balcão;Feminino;25 a 34;30;Semanal;3;21,49;5,0;49;;25,5;4;4;5;2;6;Não;65,833333
PQ-2025-0328;12/05/2025;2;Casa Forte;Tarde;Balcão;Masculino;35 a 44;40;Quinzenal;1;8,39;22,1;36;70,9;22,8;3;4;5;4;6;Sim;70,000000
PQ-2025-0329;27/01/2025;2;Casa Forte;Manhã;Balcão;Masculino;45 a 59;55;Semanal;4;28,47;5,6;17;65,2;25,0;5;5;5;5;10;Sim;100,000000
PQ-2025-0330;19/06/2025;1;Boa Viagem;Tarde;App;Prefiro não informar;45 a 59;50;Primeira vez;3;19,77;19,8;35;66,2;23,1;3;5;3;3;6;Sim;61,666667
PQ-2025-0331;18/02/2025;1;Boa Viagem;Manhã;App;Outro;35 a 44;40;Primeira vez;3;27,48;15,8;21;70,9;24,0;2;4;4;2;4;Não;46,666667
PQ-2025-0332;06/05/2025;2;Casa Forte;Noite;Balcão;Feminino;45 a 59;50;Semanal;2;12,07;3,1;58;72,1;22,7;4;4;4;5;8;Sim;80,833333
PQ-2025-0333;20/04/2025;4;Recife Antigo;Manhã;Balcão;Feminino;25 a 34;25;Semanal;3;22,92;10,0;51;65,0;25,9;5;4;4;;9;Sim;84,166667
PQ-2025-0334;16/02/2025;4;Recife Antigo;Tarde;Balcão;Masculino;18 a 24;20;Primeira vez;3;31,25;5,0;78;65,0;23,5;4;5;4;2;7;Sim;69,166667
PQ-2025-0335;30/05/2025;2;Casa Forte;Tarde;Delivery;Feminino;35 a 44;40;Mensal;2;27,22;6,8;62;60,3;23,1;4;4;5;4;10;Sim;87,500000
PQ-2025-0336;21/03/2025;4;Recife Antigo;Manhã;Balcão;Feminino;35 a 44;;Quinzenal;2;21,40;20,0;66;68,0;22,2;1;4;4;3;5;Não;50,000000
PQ-2025-0337;14/02/2025;2;Casa Forte;Noite;Balcão;Feminino;45 a 59;50;Primeira vez;1;16,47;3,4;34;67,0;24,5;5;4;4;3;8;Sim;76,666667
PQ-2025-0338;05/03/2025;3;Espinheiro;Tarde;Balcão;Prefiro não informar;45 a 59;50;Semanal;3;16,68;10,0;19;71,0;23,7;4;5;5;3;7;Sim;77,500000
PQ-2025-0339;02/03/2025;2;Casa Forte;Manhã;Balcão;Masculino;35 a 44;35;Quinzenal;3;8,59;4,2;50;69,9;20,5;4;5;5;4;7;Sim;81,666667
PQ-2025-0340;13/05/2025;4;Recife Antigo;Noite;Balcão;Masculino;35 a 44;35;Diária;1;12,81;5,0;49;68,0;25,4;4;5;4;4;8;Sim;80,833333
PQ-2025-0341;03/02/2025;3;Espinheiro;Tarde;Balcão;Feminino;25 a 34;30;Mensal;2;18,76;5,0;24;66,0;20,7;5;5;4;2;8;Sim;76,666667
PQ-2025-0342;29/01/2025;2;Casa Forte;Noite;Balcão;Feminino;25 a 34;26;Quinzenal;1;31,50;12,3;39;65,6;24,4;3;4;3;5;7;Sim;69,166667
PQ-2025-0343;27/04/2025;3;Espinheiro;Manhã;App;Feminino;35 a 44;40;Semanal;3;22,15;5,0;24;61,0;19,8;3;3;5;3;8;Sim;68,333333
PQ-2025-0344;25/03/2025;4;Recife Antigo;Tarde;Balcão;Feminino;35 a 44;35;Diária;1;20,22;10,0;29;70,0;24,9;5;4;3;4;7;Sim;73,333333
PQ-2025-0345;28/05/2025;4;Recife Antigo;Manhã;Balcão;Masculino;45 a 59;;Diária;4;29,29;10,0;87;73,0;24,4;4;3;4;3;4;Não;55,000000
PQ-2025-0346;04/05/2025;1;Boa Viagem;Manhã;App;Masculino;35 a 44;35;Mensal;1;20,57;7,6;71;67,2;22,4;2;4;3;3;;Sim;53,333333
PQ-2025-0347;25/06/2025;1;Boa Viagem;Tarde;Balcão;Masculino;18 a 24;20;Quinzenal;2;29,49;4,7;43;69,6;24,6;3;4;4;4;6;Não;65,833333
PQ-2025-0348;23/03/2025;2;Casa Forte;Tarde;Balcão;Feminino;25 a 34;30;Semanal;2;18,41;11,6;16;65,8;24,2;4;5;4;3;10;Sim;83,333333
PQ-2025-0349;11/03/2025;3;Espinheiro;Manhã;Balcão;Masculino;25 a 34;;Diária;3;10,82;5,0;45;;25,6;5;4;4;4;;Sim;80,833333
PQ-2025-0350;02/02/2025;3;Espinheiro;Tarde;App;Masculino;45 a 59;45;Primeira vez;3;23,71;5,0;33;67,0;24,4;4;5;5;;10;Sim;95,833333
PQ-2025-0351;01/06/2025;2;Casa Forte;Tarde;Balcão;Prefiro não informar;35 a 44;40;Quinzenal;2;17,61;7,4;36;68,2;22,5;4;5;5;4;10;Sim;91,666667
PQ-2025-0352;22/06/2025;1;Boa Viagem;Tarde;Balcão;Feminino;18 a 24;24;Mensal;1;25,75;19,5;44;63,2;25,6;3;4;4;2;8;Sim;64,166667
PQ-2025-0353;17/05/2025;2;Casa Forte;Tarde;Balcão;Masculino;35 a 44;35;Primeira vez;2;21,60;6,7;33;70,4;24,6;4;4;4;3;6;Sim;65,833333
PQ-2025-0354;29/05/2025;1;Boa Viagem;Manhã;Balcão;Feminino;18 a 24;20;Mensal;4;25,34;10,2;36;60,6;24,7;4;5;5;4;9;Sim;88,333333
PQ-2025-0355;23/05/2025;2;Casa Forte;Tarde;Balcão;Masculino;25 a 34;25;Diária;4;24,03;5,0;66;71,7;21,9;5;5;4;5;8;Sim;89,166667
PQ-2025-0356;09/02/2025;1;Boa Viagem;Tarde;App;Prefiro não informar;35 a 44;35;Mensal;2;34,17;10,1;36;66,5;24,4;3;5;5;4;8;Sim;80,833333
PQ-2025-0357;23/02/2025;1;Boa Viagem;Tarde;Balcão;Masculino;35 a 44;38;Primeira vez;6;24,83;9,2;22;64,0;22,1;5;5;5;3;;Sim;91,666667
PQ-2025-0358;07/03/2025;1;Boa Viagem;Manhã;Balcão;Feminino;35 a 44;40;Primeira vez;2;26,88;15,3;5;63,3;24,6;4;4;4;3;7;Sim;69,166667
PQ-2025-0359;12/05/2025;1;Boa Viagem;Tarde;Balcão;Feminino;18 a 24;18;Diária;3;35,10;17,3;58;68,8;28,0;4;4;4;3;7;Sim;69,166667
PQ-2025-0360;13/05/2025;2;Casa Forte;Tarde;App;Feminino;18 a 24;23;Mensal;6;25,87;9,6;51;67,2;21,7;4;4;4;4;;Sim;80,000000
PQ-2025-0361;11/03/2025;4;Recife Antigo;Tarde;App;Masculino;35 a 44;40;Semanal;2;26,22;10,0;55;68,0;23,9;5;5;4;;9;Sim;80,000000
PQ-2025-0362;08/03/2025;3;Espinheiro;Noite;App;Feminino;25 a 34;28;Mensal;2;15,04;10,0;42;61,0;22,9;3;4;4;4;5;Não;62,500000
PQ-2025-0363;01/03/2025;1;Boa Viagem;Noite;Balcão;Feminino;45 a 59;55;Quinzenal;2;22,26;18,6;15;75,0;20,5;3;4;4;4;7;Sim;69,166667
PQ-2025-0364;18/02/2025;3;Espinheiro;Manhã;Balcão;Masculino;45 a 59;55;Semanal;2;14,68;5,0;33;73,0;21,8;5;5;4;4;9;Sim;88,333333
PQ-2025-0365;27/05/2025;1;Boa Viagem;Noite;Balcão;Masculino;18 a 24;18;Quinzenal;3;27,91;9,3;36;67,3;27,7;4;4;4;3;6;Não;65,833333
PQ-2025-0366;14/02/2025;1;Boa Viagem;Tarde;App;Feminino;45 a 59;50;Quinzenal;4;38,94;2,9;36;67,0;22,6;5;5;4;3;6;Sim;74,166667
PQ-2025-0367;20/04/2025;3;Espinheiro;Manhã;Balcão;Feminino;18 a 24;19;Diária;1;17,69;5,0;35;72,0;26,2;5;5;4;5;10;Sim;95,833333
PQ-2025-0368;18/05/2025;3;Espinheiro;Tarde;Balcão;Masculino;45 a 59;50;Primeira vez;1;21,40;5,0;30;64,0;25,0;4;5;4;4;10;Sim;87,500000
PQ-2025-0369;27/06/2025;3;Espinheiro;Tarde;Balcão;Masculino;35 a 44;;Mensal;2;24,11;5,0;38;75,0;22,0;4;3;4;3;4;Não;55,000000
PQ-2025-0370;20/01/2025;1;Boa Viagem;Tarde;Balcão;Masculino;25 a 34;30;Primeira vez;2;40,64;23,1;38;64,0;20,6;4;5;5;2;8;Sim;76,666667
PQ-2025-0371;09/02/2025;1;Boa Viagem;Tarde;Balcão;Feminino;45 a 59;45;Semanal;4;26,09;7,2;49;74,1;20,8;3;5;5;5;8;Sim;85,000000
PQ-2025-0372;04/04/2025;3;Espinheiro;Tarde;Balcão;Outro;35 a 44;40;Primeira vez;2;13,99;10,0;18;73,0;24,3;3;5;5;4;9;Sim;84,166667
PQ-2025-0373;12/06/2025;1;Boa Viagem;Manhã;Balcão;Feminino;45 a 59;45;Mensal;1;26,48;22,4;41;72,6;24,6;3;5;3;3;7;Sim;65,000000
PQ-2025-0374;17/03/2025;1;Boa Viagem;Noite;Balcão;Feminino;35 a 44;40;Quinzenal;4;13,13;7,4;22;66,5;25,1;3;4;4;3;6;Sim;61,666667
PQ-2025-0375;06/01/2025;2;Casa Forte;Tarde;Balcão;Feminino;35 a 44;40;Mensal;3;11,69;4,6;43;61,0;22,5;4;5;5;5;7;Sim;85,833333
PQ-2025-0376;16/03/2025;4;Recife Antigo;Manhã;Balcão;Feminino;25 a 34;30;Primeira vez;5;26,21;10,0;24;65,0;24,5;5;4;4;;9;Sim;84,166667
PQ-2025-0377;15/05/2025;3;Espinheiro;Noite;Balcão;Masculino;45 a 59;50;Diária;2;13,62;5,0;41;68,0;28,6;5;4;2;4;6;Não;65,833333
PQ-2025-0378;01/05/2025;3;Espinheiro;Tarde;Balcão;Masculino;45 a 59;45;Diária;1;9,42;5,0;27;82,0;23,0;5;5;5;5;10;Sim;100,000000
PQ-2025-0379;17/01/2025;3;Espinheiro;Tarde;Balcão;Masculino;25 a 34;30;Primeira vez;3;7,93;5,0;37;60,0;20,6;4;3;3;3;5;Não;54,166667
PQ-2025-0380;02/04/2025;4;Recife Antigo;Noite;Balcão;Masculino;35 a 44;35;Primeira vez;2;13,26;5,0;64;70,0;22,2;4;4;4;4;6;Não;70,000000
PQ-2025-0381;02/02/2025;1;Boa Viagem;Manhã;Balcão;Masculino;25 a 34;30;Primeira vez;2;15,57;11,3;23;70,9;21,5;2;4;4;3;7;Sim;60,833333
PQ-2025-0382;23/06/2025;3;Espinheiro;Manhã;Balcão;Outro;45 a 59;50;Mensal;7;17,88;5,0;22;64,0;22,7;4;4;4;4;8;Sim;76,666667
PQ-2025-0383;19/03/2025;1;Boa Viagem;Tarde;App;Masculino;25 a 34;30;Primeira vez;3;20,89;20,0;28;66,5;22,6;2;3;4;3;6;Não;53,333333
PQ-2025-0384;02/06/2025;1;Boa Viagem;Tarde;Balcão;Prefiro não informar;25 a 34;30;Quinzenal;1;29,10;5,6;29;;24,1;4;4;4;4;6;Sim;70,000000
PQ-2025-0385;03/03/2025;1;Boa Viagem;Noite;Balcão;Feminino;18 a 24;22;Mensal;3;14,98;6,7;24;67,1;24,9;5;4;4;3;5;Não;66,666667
PQ-2025-0386;25/05/2025;2;Casa Forte;Tarde;Balcão;Feminino;35 a 44;40;Semanal;4;27,07;5,1;43;72,1;24,2;5;5;4;4;8;Sim;85,000000
PQ-2025-0387;06/04/2025;4;Recife Antigo;Noite;Balcão;Masculino;35 a 44;40;Diária;2;26,50;5,0;53;65,0;25,5;5;5;5;3;10;Sim;91,666667
PQ-2025-0388;18/05/2025;1;Boa Viagem;Tarde;Balcão;Masculino;35 a 44;37;Mensal;4;29,75;17,0;29;67,0;25,6;4;5;3;3;8;Sim;72,500000
PQ-2025-0389;06/04/2025;2;Casa Forte;Noite;App;Feminino;35 a 44;40;Semanal;1;17,62;17,0;27;67,8;23,3;3;4;5;;8;Sim;76,666667
PQ-2025-0390;14/01/2025;4;Recife Antigo;Manhã;Balcão;Feminino;25 a 34;30;Diária;2;21,32;5,0;85;65,0;20,4;4;4;5;4;10;Sim;87,500000
PQ-2025-0391;13/01/2025;2;Casa Forte;Manhã;Balcão;Masculino;25 a 34;30;Mensal;5;14,37;8,8;55;62,9;20,7;5;5;4;4;9;Sim;88,333333
PQ-2025-0392;18/04/2025;4;Recife Antigo;Noite;App;Prefiro não informar;18 a 24;18;Mensal;2;15,16;5,0;66;70,0;20,9;4;4;4;3;7;Sim;69,166667
PQ-2025-0393;09/02/2025;4;Recife Antigo;Noite;Balcão;Masculino;25 a 34;30;Mensal;2;18,11;5,0;60;71,0;23,7;5;4;4;4;8;Sim;80,833333
PQ-2025-0394;28/03/2025;2;Casa Forte;Noite;Balcão;Feminino;25 a 34;30;Mensal;1;28,90;9,8;47;66,0;20,1;4;4;4;4;8;Sim;76,666667
PQ-2025-0395;14/04/2025;3;Espinheiro;Manhã;App;Masculino;35 a 44;40;Diária;2;33,74;10,0;24;62,0;24,1;4;5;5;5;10;Sim;95,833333
PQ-2025-0396;16/04/2025;4;Recife Antigo;Noite;App;Prefiro não informar;18 a 24;23;Quinzenal;3;13,67;5,0;84;61,0;23,7;4;5;5;5;10;Sim;95,833333
PQ-2025-0397;22/02/2025;3;Espinheiro;Tarde;Balcão;Masculino;25 a 34;30;Semanal;2;19,89;5,0;34;63,0;21,7;4;4;5;4;5;Não;70,833333
PQ-2025-0398;05/05/2025;3;Espinheiro;Manhã;Balcão;Feminino;25 a 34;30;Quinzenal;2;23,49;5,0;31;77,0;21,0;3;4;5;5;10;Sim;87,500000
PQ-2025-0399;25/03/2025;4;Recife Antigo;Noite;Delivery;Feminino;45 a 59;52;Semanal;1;18,59;5,0;47;70,0;20,5;5;3;4;4;6;Sim;70,000000
PQ-2025-0400;23/04/2025;4;Recife Antigo;Noite;Balcão;Feminino;18 a 24;20;Diária;2;10,36;5,0;25;74,0;23,6;4;4;5;3;8;Sim;76,666667
PQ-2025-0401;01/02/2025;1;Boa Viagem;Manhã;Delivery;Prefiro não informar;25 a 34;25;Mensal;2;30,51;11,8;49;68,3;24,0;3;4;5;2;6;Sim;61,666667
PQ-2025-0402;27/01/2025;2;Casa Forte;Manhã;Balcão;Masculino;35 a 44;40;Quinzenal;1;13,20;11,4;67;70,3;25,2;3;3;5;3;5;Não;58,333333
PQ-2025-0403;07/03/2025;2;Casa Forte;Noite;Delivery;Outro;35 a 44;35;Mensal;2;37,34;4,1;30;64,3;24,3;5;4;5;3;9;Sim;84,166667
PQ-2025-0404;08/02/2025;4;Recife Antigo;Manhã;Balcão;Masculino;18 a 24;20;Quinzenal;3;27,09;15,0;35;61,0;26,5;3;5;5;3;9;Sim;80,000000
PQ-2025-0405;11/04/2025;1;Boa Viagem;Manhã;Delivery;Masculino;25 a 34;30;Mensal;1;11,43;10,2;55;76,4;23,2;3;5;4;4;9;Sim;80,000000
PQ-2025-0406;03/03/2025;1;Boa Viagem;Manhã;Balcão;Masculino;18 a 24;20;Primeira vez;5;30,36;4,4;27;59,4;21,9;5;4;4;3;10;Sim;83,333333
PQ-2025-0407;28/02/2025;3;Espinheiro;Noite;App;Masculino;35 a 44;43;Semanal;2;11,94;5,0;20;72,0;22,6;4;5;4;3;8;Sim;76,666667
PQ-2025-0408;01/04/2025;4;Recife Antigo;Tarde;Balcão;Masculino;18 a 24;20;Quinzenal;5;33,92;5,0;62;77,0;20,4;4;4;4;5;8;Sim;80,833333
PQ-2025-0409;08/04/2025;4;Recife Antigo;Manhã;App;Feminino;60 ou mais;60;Diária;2;16,31;15,0;76;67,0;22,9;5;5;5;4;10;Sim;95,833333
PQ-2025-0410;11/04/2025;1;Boa Viagem;Manhã;Balcão;Feminino;25 a 34;;Semanal;1;18,15;6,7;52;69,9;23,6;4;4;4;3;8;Sim;72,500000
PQ-2025-0411;10/06/2025;2;Casa Forte;Noite;App;Feminino;35 a 44;43;Semanal;3;20,55;5,4;55;69,0;21,6;4;4;4;4;8;Sim;76,666667
PQ-2025-0412;19/01/2025;3;Espinheiro;Manhã;Balcão;Masculino;18 a 24;20;Mensal;3;13,89;10,0;36;68,0;24,3;5;5;5;4;9;Sim;92,500000
PQ-2025-0413;15/05/2025;3;Espinheiro;Noite;App;Prefiro não informar;45 a 59;50;Diária;1;20,98;10,0;19;63,0;23,3;4;5;5;5;9;Sim;92,500000
PQ-2025-0414;15/01/2025;4;Recife Antigo;Manhã;App;Masculino;25 a 34;30;Semanal;2;17,56;5,0;94;65,0;25,1;5;4;4;3;8;Sim;76,666667
PQ-2025-0415;25/02/2025;2;Casa Forte;Manhã;Balcão;Feminino;18 a 24;20;Quinzenal;3;17,20;4,4;34;57,8;20,3;5;3;4;3;7;Sim;69,166667
PQ-2025-0416;06/04/2025;1;Boa Viagem;Noite;App;Masculino;45 a 59;50;Diária;3;24,69;6,8;51;71,1;21,5;5;4;4;2;5;Não;62,500000
PQ-2025-0417;16/04/2025;3;Espinheiro;Manhã;Delivery;Masculino;25 a 34;29;Quinzenal;4;31,24;5,0;32;65,0;21,3;3;4;4;4;5;Não;62,500000
PQ-2025-0418;12/05/2025;2;Casa Forte;Manhã;Balcão;Feminino;35 a 44;40;Diária;6;19,48;11,5;42;74,7;21,1;4;4;5;4;7;Sim;77,500000
PQ-2025-0419;20/02/2025;3;Espinheiro;Tarde;App;Masculino;45 a 59;;Mensal;2;24,18;5,0;33;67,0;24,4;5;4;5;4;9;Sim;88,333333
PQ-2025-0420;27/03/2025;1;Boa Viagem;Manhã;App;Feminino;18 a 24;;Diária;2;36,15;4,3;18;60,3;24,5;4;3;5;3;6;Não;65,833333
PQ-2025-0421;19/01/2025;3;Espinheiro;Manhã;Balcão;Feminino;45 a 59;;Diária;3;16,82;5,0;51;66,0;19,8;4;5;4;5;9;Sim;88,333333
PQ-2025-0422;13/05/2025;2;Casa Forte;Noite;Delivery;Masculino;45 a 59;50;Primeira vez;1;15,86;20,6;19;65,4;24,6;3;5;5;4;10;Sim;87,500000
PQ-2025-0423;20/03/2025;1;Boa Viagem;Tarde;App;Feminino;45 a 59;51;Diária;5;27,26;11,8;37;;25,9;3;5;5;3;10;Sim;83,333333
PQ-2025-0424;19/05/2025;4;Recife Antigo;Tarde;Balcão;Feminino;18 a 24;22;Primeira vez;7;16,24;10,0;62;65,0;23,5;5;4;5;3;;Sim;80,833333
PQ-2025-0425;07/04/2025;1;Boa Viagem;Noite;Balcão;Masculino;18 a 24;20;Quinzenal;4;21,06;22,1;35;63,7;24,1;2;5;3;2;6;Sim;53,333333
PQ-2025-0426;12/06/2025;1;Boa Viagem;Manhã;App;Feminino;45 a 59;55;Mensal;1;22,65;16,0;38;63,6;21,6;3;4;5;3;7;Sim;69,166667
PQ-2025-0427;10/02/2025;2;Casa Forte;Tarde;Balcão;Feminino;35 a 44;40;Primeira vez;2;31,46;8,3;42;73,6;21,8;3;5;4;2;7;Sim;65,000000
PQ-2025-0428;21/02/2025;2;Casa Forte;Tarde;Balcão;Feminino;45 a 59;50;Diária;2;28,20;7,7;39;62,9;24,9;4;5;3;4;7;Sim;73,333333
PQ-2025-0429;09/01/2025;4;Recife Antigo;Tarde;Balcão;Masculino;25 a 34;30;Semanal;4;15,82;5,0;77;69,0;23,4;5;4;2;2;6;Sim;57,500000
PQ-2025-0430;15/03/2025;2;Casa Forte;Manhã;Balcão;Feminino;35 a 44;40;Semanal;2;30,57;9,9;69;66,6;22,2;4;4;4;5;10;Sim;87,500000
PQ-2025-0431;07/04/2025;3;Espinheiro;Tarde;App;Masculino;60 ou mais;60;Quinzenal;4;17,30;5,0;24;70,0;22,3;4;5;4;3;8;Sim;76,666667
PQ-2025-0432;21/05/2025;1;Boa Viagem;Tarde;Delivery;Outro;18 a 24;20;Semanal;2;34,93;4,2;52;69,9;22,0;5;5;5;2;7;Sim;77,500000
PQ-2025-0433;16/04/2025;4;Recife Antigo;Tarde;Balcão;Feminino;60 ou mais;60;Diária;1;19,87;10,0;46;82,0;21,7;4;4;4;3;9;Sim;75,833333
PQ-2025-0434;26/05/2025;1;Boa Viagem;Manhã;Balcão;Masculino;45 a 59;;Quinzenal;4;18,55;27,0;13;58,1;21,8;2;5;3;4;4;Não;55,000000
PQ-2025-0435;27/05/2025;3;Espinheiro;Manhã;Balcão;Feminino;35 a 44;40;Semanal;2;17,09;10,0;10;61,0;24,5;5;4;5;4;9;Sim;88,333333
PQ-2025-0436;26/06/2025;2;Casa Forte;Noite;Balcão;Feminino;35 a 44;40;Quinzenal;3;22,61;6,0;32;69,7;20,0;5;4;4;;8;Sim;76,666667
PQ-2025-0437;26/02/2025;4;Recife Antigo;Tarde;App;Masculino;25 a 34;30;Quinzenal;2;26,13;10,0;36;68,0;19,4;3;5;3;5;10;Sim;83,333333
PQ-2025-0438;06/04/2025;3;Espinheiro;Noite;App;Masculino;25 a 34;25;Quinzenal;4;14,04;5,0;33;60,0;25,5;5;4;5;5;10;Sim;95,833333
PQ-2025-0439;13/01/2025;4;Recife Antigo;Manhã;Balcão;Feminino;18 a 24;20;Quinzenal;2;21,46;20,0;82;73,0;22,3;2;5;4;2;4;Não;50,833333
PQ-2025-0440;04/04/2025;1;Boa Viagem;Manhã;Delivery;Masculino;25 a 34;30;Semanal;5;22,42;15,6;37;67,1;26,2;1;5;4;2;7;Sim;56,666667
PQ-2025-0441;13/04/2025;1;Boa Viagem;Tarde;Balcão;Feminino;35 a 44;36;Semanal;2;33,92;18,3;25;59,5;25,2;3;5;5;2;9;Sim;75,833333
PQ-2025-0442;30/05/2025;4;Recife Antigo;Noite;App;Feminino;25 a 34;30;Primeira vez;6;21,04;10,0;48;68,0;21,7;5;4;4;3;8;Sim;76,666667
